gene	score	logfoldchange	pval	pval_adj	cluster
Fam129a	16.066843	1.4742028	4.357246641832254e-58	2.7440165941341855e-56	AM
Ftl1-ps1	16.039524	1.2352046	6.767111576823153e-58	4.252346532335597e-56	AM
Dnase2a	16.022072	1.52806	8.961332398241675e-58	5.6188920788975035e-56	AM
Egr2	16.007103	3.623417	1.1399519840846156e-57	7.129483113859267e-56	AM
Sirpb1c	16.00699	3.328291	1.1420054605591112e-57	7.129483113859267e-56	AM
Fam111a	15.981555	1.1322703	1.7180507788361046e-57	1.06563580635567e-55	AM
Lilra5	15.955925	4.291365	2.5910778502937737e-57	1.6036821619667701e-55	AM
Tagln2	15.8696165	0.6313471	1.0286711348734254e-56	6.353037609797679e-55	AM
Plgrkt	15.8280525	1.5933917	1.9929370325718685e-56	1.2255711067824439e-54	AM
Gngt2	15.79329	1.1950759	3.4604922796104466e-56	2.1235174372534893e-54	AM
Tpm3	15.783232	0.7022008	4.058635272016611e-56	2.479989875342634e-54	AM
Lrp12	15.762069	4.574704	5.674429162235472e-56	3.452644213300991e-54	AM
Pabpc1	15.733027	0.79027444	8.981192047153832e-56	5.44165699193868e-54	AM
AI662270	15.729799	1.8737966	9.451084923282997e-56	5.714332438909341e-54	AM
Clec4a2	15.64705	2.6184516	3.4798027398535894e-55	2.0907875334652677e-53	AM
Cpt1a	15.6300745	1.5349369	4.54274467156388e-55	2.72375399265851e-53	AM
Ccl9	15.558612	2.0882235	1.3908319010495377e-54	8.287400023230993e-53	AM
Dnajc2	15.540596	1.0090443	1.842619006781245e-54	1.095673037503393e-52	AM
Ifi207	15.504212	1.8462738	3.248736499706113e-54	1.92780693735138e-52	AM
Camk1	15.491479	1.7298557	3.96074701728324e-54	2.3454794065311037e-52	AM
Llph	15.413575	1.0493503	1.3266563046112928e-53	7.824009927605124e-52	AM
Sort1	15.361636	1.332661	2.9600980582882403e-53	1.7386045330109297e-51	AM
Rnf130	15.356868	1.3709414	3.186017182228456e-53	1.8674862424548874e-51	AM
Pqlc3	15.33021	2.9475074	4.804318193464308e-53	2.8103308456890806e-51	AM
Vasp	15.308388	1.1210879	6.720893546452774e-53	3.923474974988049e-51	AM
Etfb	15.272	0.6784576	1.1751236483995362e-52	6.832335070896698e-51	AM
Atp6v0d1	15.218943	1.167307	2.6477427187298744e-52	1.5301613543181883e-50	AM
F11r	15.21392	0.9324877	2.8590097473338685e-52	1.648943898362099e-50	AM
Ndufa1	15.201842	0.6667956	3.438138317644039e-52	1.9750423309739609e-50	AM
Fos	15.18765	0.9490239	4.269556008297428e-52	2.442899044111332e-50	AM
Ptpn1	15.165964	0.9059605	5.942026833494346e-52	3.379674550750341e-50	AM
Rps21	15.145276	0.64503944	8.141177918876264e-52	4.621362929097808e-50	AM
Acaa1a	15.099494	0.85067636	1.6318123148566236e-51	9.226632302863187e-50	AM
St13	15.033468	0.69709307	4.4317852776651936e-51	2.4862920134737675e-49	AM
Parl	14.979655	1.7906162	9.973357075032253e-51	5.584303825280705e-49	AM
Stk17b	14.976653	1.4193542	1.043403717343899e-50	5.8309046573121185e-49	AM
Smarca5	14.9349165	0.6995	1.953173079074734e-50	1.0893860700730783e-48	AM
Qdpr	14.920744	1.8694878	2.415655360006664e-50	1.3447303918953925e-48	AM
Tnfrsf1b	14.899189	2.370644	3.3360246750125076e-50	1.8499188852959533e-48	AM
Uqcrh	14.890814	0.6599899	3.781361302045917e-50	2.0928380437092596e-48	AM
Lcp2	14.825884	1.9532357	9.96598232116855e-50	5.49465462075155e-48	AM
Nus1	14.785838	1.5159575	1.8079380943562688e-49	9.948844809861073e-48	AM
Nln	14.777309	2.5153723	2.0520201216396354e-49	1.1270446393280286e-47	AM
Rassf5	14.723535	2.428468	4.55232624075804e-49	2.4813626744131894e-47	AM
Mfsd1	14.668828	1.6712606	1.020927962395507e-48	5.522989992056898e-47	AM
Lgmn	14.621592	1.2900585	2.0456174247403378e-48	1.102488192584774e-46	AM
Cenpb	14.554392	0.9333611	5.47709978235493e-48	2.9299429690738828e-46	AM
Rps26	14.516098	0.54775935	9.581142423528397e-48	5.106394054613839e-46	AM
Tpd52	14.499278	0.943643	1.2243068219039126e-47	6.489051626960333e-46	AM
Anxa4	14.405892	1.044782	4.751405196657692e-47	2.5090906708221717e-45	AM
Hnrnpm	14.359209	0.68715084	9.328547101380226e-47	4.9081459886238196e-45	AM
Iqsec1	14.337499	1.8863524	1.2757047575417107e-46	6.699777905483656e-45	AM
Romo1	14.331781	0.73228276	1.3852116847983405e-46	7.261637939616802e-45	AM
Atp6v1d	14.30265	1.0232291	2.106330317432799e-46	1.1001848736064601e-44	AM
Ugp2	14.282629	1.0871776	2.8080403469184597e-46	1.464047122904226e-44	AM
Tgm2	14.226402	1.0233233	6.28317740424674e-46	3.264076637079804e-44	AM
Ccdc80	14.198849	2.2596874	9.31292913902458e-46	4.829299110290584e-44	AM
Sgpl1	14.152998	1.8553219	1.7896226450789712e-45	9.19738209381657e-44	AM
Rab14	14.11725	0.6798975	2.973707403225606e-45	1.5228345029329707e-43	AM
Mgst1	14.114584	0.4280191	3.088339075211085e-45	1.578728216422292e-43	AM
Mpp1	14.093335	2.1100576	4.1737405489346326e-45	2.118522980570348e-43	AM
Rps20	14.080058	0.5928001	5.036847440213686e-45	2.5476356648391892e-43	AM
Tbcb	14.072419	0.97970384	5.611603871107944e-45	2.8333677089559058e-43	AM
Krcc1	14.05867	0.79966336	6.815507995892943e-45	3.4352070073870213e-43	AM
Usf2	14.056595	1.2533386	7.01826917388961e-45	3.531220049380122e-43	AM
Eef1b2	14.052582	0.6183284	7.427612672983943e-45	3.724158409903795e-43	AM
Utp14a	14.041587	1.134669	8.67482530301826e-45	4.3419386473194e-43	AM
Calm3	14.038257	1.06661	9.092200468999359e-45	4.542943220447943e-43	AM
Rpl38	14.0259905	0.56966794	1.0809249211627606e-44	5.391511131900217e-43	AM
Hspa5	14.019883	0.5604288	1.178077263107772e-44	5.865927964055655e-43	AM
Ier3ip1	13.943736	0.773935	3.4348009908429455e-44	1.7014384254123918e-42	AM
Btk	13.920376	2.2397437	4.763906033232978e-44	2.3517189646045473e-42	AM
Chmp3	13.882708	0.9205855	8.063939539784878e-44	3.953665757325533e-42	AM
Tbxas1	13.880305	3.1002498	8.338840569150735e-44	4.0814937343564314e-42	AM
Rhoc	13.868948	1.4037907	9.769904202073081e-44	4.773817367328748e-42	AM
Gsap	13.867705	1.2538122	9.94062999130831e-44	4.8490056127093755e-42	AM
H2-DMa	13.834384	0.8555333	1.5808431092259258e-43	7.69825121548598e-42	AM
Metrnl	13.812888	1.7596625	2.1311246639971556e-43	1.0360433755040225e-41	AM
Rac1	13.812578	0.7394357	2.140324657346488e-43	1.0387612755216176e-41	AM
Wdr1	13.78091	1.3059309	3.3206346415638896e-43	1.6034876675202809e-41	AM
Unc119	13.758982	2.1306567	4.4981761077285976e-43	2.1648412772646994e-41	AM
Ddx21	13.736371	0.6953416	6.148109680039355e-43	2.9539665541157364e-41	AM
Fgr	13.731021	2.5889163	6.619455411184381e-43	3.1751321122314415e-41	AM
Pdlim1	13.730833	0.9449772	6.636609336862329e-43	3.1780635060715114e-41	AM
Far1	13.6720295	1.3392384	1.491759958564012e-42	7.108088014482163e-41	AM
Rps12	13.658578	0.5508353	1.7945324039758624e-42	8.522548281588336e-41	AM
Smc4	13.599523	0.9187365	4.0305534164071876e-42	1.9016283167901454e-40	AM
Fam50a	13.577592	0.9652606	5.438559454056672e-42	2.5575447890155396e-40	AM
Hprt	13.560578	1.2324029	6.85929386471986e-42	3.2151543554826964e-40	AM
Galnt6	13.555689	2.8236082	7.332069999972389e-42	3.431170318686266e-40	AM
Cct8	13.48996	1.0048993	1.7919815707347253e-41	8.331701067164037e-40	AM
Mtdh	13.4825115	0.5883714	1.9824266015846087e-41	9.202296386065329e-40	AM
Renbp	13.470656	1.5526185	2.327865185656968e-41	1.0788399362835351e-39	AM
Sh3glb1	13.450915	0.76937467	3.0408625583104467e-41	1.4070100390381777e-39	AM
Bcar3	13.4340925	3.1250527	3.8171900767573615e-41	1.7605565770685396e-39	AM
Wipf1	13.427886	1.227048	4.150900103136226e-41	1.9114064794921693e-39	AM
Mycbp2	13.42209	0.8386047	4.488780909894663e-41	2.0636919263062046e-39	AM
Aim2	13.376579	1.6726813	8.287434605623004e-41	3.785910602378255e-39	AM
Eif5a	13.320807	0.63592446	1.7520302193278905e-40	7.953222352090961e-39	AM
Alox5	13.320582	4.2297835	1.75730684499592e-40	7.964612755745288e-39	AM
Slc25a3	13.236632	0.57503545	5.391256409683235e-40	2.428174639603811e-38	AM
Serpine1	13.206905	2.4605575	8.004809791674439e-40	3.5884490000683854e-38	AM
Gm2a	13.204552	0.95200723	8.258988551343663e-40	3.696635933245266e-38	AM
Hist1h2bc	13.200639	1.0306896	8.699400848602689e-40	3.887713609049462e-38	AM
Pnpla7	13.19685	3.1805966	9.148151926362965e-40	4.081919572724436e-38	AM
Samd8	13.173091	2.3421626	1.2535883652697327e-39	5.584872005025218e-38	AM
Snx5	13.1602955	1.0477023	1.4850333266102263e-39	6.605758754226014e-38	AM
Cyth4	13.148271	1.2944874	1.7411159097658996e-39	7.732919117756573e-38	AM
Eif3j1	13.112055	0.74944234	2.808836042150616e-39	1.2455824544390558e-37	AM
Smpdl3a	13.1102705	1.062412	2.8756975022342878e-39	1.2732703709892738e-37	AM
Snrpd1	13.080856	1.2496054	4.2364228076367215e-39	1.8700038098740006e-37	AM
Senp2	13.060766	1.0684263	5.5169985801047156e-39	2.4278168063518917e-37	AM
Fcgrt	13.0491085	1.5716313	6.429497307825346e-39	2.825052404873488e-37	AM
Pik3r5	13.040229	2.5446885	7.223964176758234e-39	3.1692940397424084e-37	AM
Snrpe	13.01945	0.8863052	9.485144083440078e-39	4.154983968362336e-37	AM
Rap1b	13.012089	0.66423374	1.0444746878888324e-38	4.568386248851154e-37	AM
Trib1	13.006855	1.4493743	1.1185173646778832e-38	4.884814833904321e-37	AM
Rnf149	12.993411	1.287062	1.333492993736689e-38	5.8148376302639256e-37	AM
Bnip2	12.964689	0.7355047	1.9401478512358153e-38	8.434660900085614e-37	AM
Wfdc17	12.958865	1.7552837	2.0932229730169498e-38	9.08641887834507e-37	AM
Btg1	12.955064	0.88254875	2.1995396814327216e-38	9.533546992715923e-37	AM
Vav1	12.94599	2.2820752	2.4755148471212585e-38	1.0681456866589178e-36	AM
Nipa2	12.940811	1.923602	2.6481867659536814e-38	1.1409403461698646e-36	AM
Dpp7	12.889236	2.8840594	5.175389393856072e-38	2.2264231204062446e-36	AM
Sqstm1	12.88582	0.6183924	5.409721104446268e-38	2.3237578117308e-36	AM
Cpne5	12.861088	6.9692206	7.452096069052613e-38	3.1962939622553533e-36	AM
Amz1	12.85179	3.552891	8.404195366158206e-38	3.593948627608219e-36	AM
Rgs2	12.849295	0.8217378	8.679854075009493e-38	3.706323446272599e-36	AM
Arhgap25	12.837187	1.7713026	1.0149631710768574e-37	4.3275022316432526e-36	AM
Gal	12.810389	6.89157	1.4341504541999324e-37	6.087735998801483e-36	AM
Hspa9	12.799128	0.73653185	1.6580421848711694e-37	7.027754651044516e-36	AM
Hnrnpu	12.785816	0.62630326	1.967856276502787e-37	8.316432252239384e-36	AM
Cd33	12.778405	3.126142	2.1646243614241277e-37	9.134587847769265e-36	AM
Ran	12.76835	0.8190958	2.4632260438518074e-37	1.0379450298983166e-35	AM
Eif2s2	12.688647	0.529544	6.835633166404373e-37	2.8677772963428257e-35	AM
Larp4b	12.665517	0.6497772	9.181361112997269e-37	3.8462819917330627e-35	AM
Gcnt2	12.6640005	1.9440484	9.360542425576255e-37	3.915645508838439e-35	AM
Lhfpl2	12.587606	3.1545157	2.4705098397537358e-36	1.02747504607099e-34	AM
Stx7	12.578165	0.99199003	2.7842300262467285e-36	1.1562790787212244e-34	AM
Pim1	12.55206	0.78540784	3.872988079708043e-36	1.6015028295114578e-34	AM
Psmd2	12.546331	0.80991954	4.1635806752524404e-36	1.7191944309005054e-34	AM
Arpc3	12.522255	0.7773992	5.640960512680755e-36	2.3225585630179133e-34	AM
Naca	12.483777	0.51123124	9.153872051839588e-36	3.75282674717868e-34	AM
Cast	12.481246	0.61283726	9.449614047947122e-36	3.868561768135393e-34	AM
Rps27l	12.468553	0.5600542	1.1082126679095989e-35	4.524022777650816e-34	AM
Tuba4a	12.423784	1.1717227	1.9415622426885415e-35	7.881263941407083e-34	AM
Ager	66.64929	5.28926	0.0	0.0	AT1
Vegfa	60.91895	5.4193172	0.0	0.0	AT1
Akap5	59.583775	7.169096	0.0	0.0	AT1
Sparc	58.92208	4.4434733	0.0	0.0	AT1
Prdx6	57.014835	3.7888606	0.0	0.0	AT1
Sec14l3	55.315105	4.355206	0.0	0.0	AT1
Timp3	54.223476	4.337673	0.0	0.0	AT1
Clic5	53.845753	4.535995	0.0	0.0	AT1
Lmo7	53.173504	4.1986413	0.0	0.0	AT1
Cldn18	53.134037	3.2981944	0.0	0.0	AT1
Hopx	53.133835	5.442847	0.0	0.0	AT1
Limch1	52.940155	4.2413483	0.0	0.0	AT1
Rtkn2	52.87291	8.5961	0.0	0.0	AT1
Emp2	52.592186	3.87345	0.0	0.0	AT1
Krt7	50.343235	4.843059	0.0	0.0	AT1
Malat1	46.554264	3.8320143	0.0	0.0	AT1
Spock2	46.492577	6.8641644	0.0	0.0	AT1
Cavin2	45.743748	3.6162295	0.0	0.0	AT1
Col4a3	45.471527	6.5060077	0.0	0.0	AT1
Dag1	43.34838	3.1807191	0.0	0.0	AT1
Igfbp2	42.85353	8.076819	0.0	0.0	AT1
Col4a4	42.768925	5.101864	0.0	0.0	AT1
Aqp5	41.965298	3.3521256	0.0	0.0	AT1
Ndst1	41.89992	4.6169343	0.0	0.0	AT1
Ahnak	40.7659	3.039433	0.0	0.0	AT1
Sema3e	40.598747	5.9342523	0.0	0.0	AT1
Msn	38.234287	2.9612665	0.0	0.0	AT1
Scd2	38.156277	2.8085802	0.0	0.0	AT1
Pdgfa	37.734825	3.8315978	0.0	0.0	AT1
Magi3	37.44287	3.339658	7.845880296186641e-307	7.502404153716293e-304	AT1
S100a6	37.44208	2.9600077	8.081116357373352e-307	7.502404153716293e-304	AT1
Mettl7a1	37.233948	2.3661048	1.9274207721945275e-303	1.733474056992453e-300	AT1
Cryab	37.133965	4.1913996	7.956023690527608e-302	6.938617024648017e-299	AT1
Igfbp7	37.046017	2.7302535	2.081553860328602e-300	1.761974120595799e-297	AT1
Myo1b	36.74639	4.128789	1.3276588886474539e-295	1.0917149375792492e-292	AT1
Cyp4b1	36.50208	2.971368	1.0278064639462456e-291	8.216741675659152e-289	AT1
Icam1	36.498974	2.6978939	1.1513497177813051e-291	8.95563375074215e-289	AT1
Myh14	36.25143	3.1178849	9.434255402447333e-288	7.145207117958797e-285	AT1
Mpp5	36.18347	3.8693206	1.1077395478446801e-286	8.174549791530743e-284	AT1
Slc39a8	35.85115	3.1031082	1.764727564558142e-281	1.2697214826995831e-278	AT1
Gprc5a	35.802425	4.0819783	1.0124385509198134e-280	7.106824754993226e-278	AT1
Ndnf	35.55135	4.7114143	7.918813092530691e-277	5.426272400072221e-274	AT1
Neat1	35.299	2.4717338	6.083581935362636e-273	4.071755537203178e-270	AT1
Pmp22	34.590485	3.583299	3.512262879767503e-262	2.2973392199933803e-259	AT1
Rgcc	34.23745	3.2506142	6.7053725911593e-257	4.2884582927458805e-254	AT1
Selenbp1	34.153023	2.1120353	1.205947148174467e-255	7.545034548795905e-253	AT1
Alcam	33.927708	1.8994353	2.6008603003519265e-252	1.5926119030665627e-249	AT1
Tns1	33.890106	2.754987	9.318889285770502e-252	5.587450700926563e-249	AT1
Resf1	33.389904	2.712934	1.921269186021404e-244	1.128451574973388e-241	AT1
Cyp2b10	32.637733	4.2578096	1.196393413662412e-233	6.886440489040843e-231	AT1
Anxa5	32.627335	2.2272584	1.6803529800326066e-233	9.482462503007533e-231	AT1
Clic3	32.545475	3.5093722	2.426329796319308e-232	1.3428802218859552e-229	AT1
Ppp3ca	32.441715	2.6590962	7.088574545934557e-231	3.84922972513201e-228	AT1
Rab11fip1	32.377804	3.990666	5.63659298499331e-230	3.0040952982982863e-227	AT1
Myl12a	32.22483	2.2156396	7.924843903237153e-228	4.1468546824575505e-225	AT1
Pdpn	32.00567	5.4314084	9.09374430967104e-225	4.673535022005938e-222	AT1
Igfbp6	31.65578	3.2803288	6.3141380542917915e-220	3.188085845658206e-217	AT1
Hbegf	31.618258	3.9521585	2.0719918486670065e-219	1.0281366449075251e-216	AT1
Lpin2	31.601862	2.21873	3.4809149793761566e-219	1.6979785272278947e-216	AT1
Qk	31.56973	2.6906302	9.613688290934919e-219	4.611365816885116e-216	AT1
Scnn1g	31.047316	6.371303	1.240098325189801e-211	5.850824557206964e-209	AT1
Cadm1	30.913134	2.6510618	7.956217156290567e-210	3.693224673516815e-207	AT1
Flrt3	30.908281	6.213005	9.244728211988586e-210	4.223226633984627e-207	AT1
Tead1	30.872803	3.9394188	2.7693676205180046e-209	1.2453500018516902e-206	AT1
Mal2	30.808598	3.4515033	2.010184940133534e-208	8.90048039646817e-206	AT1
Col4a2	30.654943	2.9123816	2.270766857120085e-206	9.90191971938122e-204	AT1
Ier3	30.180807	2.6085	4.230658851821013e-200	1.817288981424011e-197	AT1
Agrn	29.929352	4.018124	8.169822148119303e-197	3.4577570797481405e-194	AT1
Wwc1	29.600756	2.7622721	1.4611623041450974e-192	6.094529146854479e-190	AT1
Cav1	29.469223	2.5973728	7.141418150454386e-191	2.9361430624296745e-188	AT1
Cnn2	29.456284	2.1034353	1.0460483263751356e-190	4.240178990574141e-188	AT1
Vamp8	28.709707	1.647009	2.886430431091549e-181	1.1537703862057608e-178	AT1
Wwp1	28.55052	2.6026728	2.7675056730152518e-179	1.0910796338271088e-176	AT1
Otud7b	28.542208	3.412319	3.5096515509600075e-179	1.364969886981473e-176	AT1
Fgf1	28.093967	3.1499214	1.1608076582512492e-173	4.454405920596127e-171	AT1
Pxdc1	27.778616	4.374526	7.864403270782534e-170	2.9781253438568597e-167	AT1
Hs2st1	27.74839	4.2864575	1.822224776054338e-169	6.810860916213488e-167	AT1
Serpinb6b	27.735184	2.4526155	2.629758698879466e-169	9.703135301762954e-167	AT1
Calm1	26.304308	1.7381408	1.7119993873509393e-152	6.236878780754435e-150	AT1
Fam189a2	26.208689	4.324184	2.115570289179426e-151	7.6107641153229855e-149	AT1
Itgb6	25.765892	5.268651	2.139295000599324e-146	7.601100014475129e-144	AT1
Ctnna1	25.666456	1.997474	2.7701084863854827e-145	9.722405150996854e-143	AT1
Npnt	25.427437	2.2201788	1.2544184040138631e-142	4.349658032231202e-140	AT1
Anxa1	25.405273	2.2665308	2.2052748855676082e-142	7.555691810313781e-140	AT1
Anxa3	25.374283	2.0830994	4.849492094007618e-142	1.6419809701828145e-139	AT1
Scnn1a	25.284933	3.2694316	4.678752164357532e-141	1.5657498522117414e-138	AT1
Nectin3	25.159466	3.331813	1.1133260416902864e-139	3.682933733315683e-137	AT1
Tmod1	24.87406	4.040832	1.4203943170719135e-136	4.645335050605644e-134	AT1
Tppp3	24.617783	2.2389464	8.149108439340376e-134	2.6351836054406295e-131	AT1
Col4a1	24.56983	2.1264307	2.655367303893863e-133	8.491274556229486e-131	AT1
Cystm1	24.551277	2.5140476	4.191242770982547e-133	1.3255380983393156e-130	AT1
Tspan8	24.50236	3.0443084	1.3940196170378647e-132	4.3608570193858425e-130	AT1
Slco3a1	24.141161	3.241818	9.246455489060964e-129	2.8614299889803716e-126	AT1
Phactr1	24.06696	3.7743244	5.546982396229691e-128	1.698320780462665e-125	AT1
Rabgap1l	24.00656	2.3596168	2.375062245507237e-127	7.195188571126135e-125	AT1
Timp2	23.889677	1.994224	3.921229477322882e-126	1.175551920389089e-123	AT1
App	23.788355	1.5708754	4.408213793718577e-125	1.3079215771466047e-122	AT1
Trp53bp2	23.667727	2.943831	7.754032341726724e-124	2.277153579539746e-121	AT1
Tspan2	23.591997	3.0212657	4.656778367091993e-123	1.3537583980293692e-120	AT1
Scnn1b	23.313862	4.8708754	3.207450472503078e-120	9.23104245986386e-118	AT1
Hsp90aa1	23.163683	1.5908698	1.0583217990596996e-118	3.015693205637441e-116	AT1
Myo1c	23.16255	2.793129	1.0865455479478028e-118	3.065762830386055e-116	AT1
Bdnf	23.098661	6.855011	4.775627259340301e-118	1.3343937138234355e-115	AT1
F11r	23.014399	2.0880249	3.344727952219452e-117	9.255891390853443e-115	AT1
Crip2	22.793173	1.7938745	5.358907814897093e-115	1.4688511134546507e-112	AT1
Sod1	22.66682	1.5115293	9.52303030098126e-114	2.5855925666249118e-111	AT1
Cxadr	22.650452	2.9815326	1.3809063283752187e-113	3.7142508533307284e-111	AT1
Fam174b	22.470572	4.399574	8.054856258233985e-112	2.1464700288145753e-109	AT1
Ano1	22.402319	4.6716967	3.736157187344985e-111	9.864826041448502e-109	AT1
Arhgef26	22.326551	3.7314756	2.0407988720945978e-110	5.33947195808023e-108	AT1
Lamb3	22.27314	2.9963737	6.731538246312872e-110	1.7453483849449048e-107	AT1
Mthfd1	22.243008	2.6944187	1.318198083262934e-109	3.3872982889560036e-107	AT1
Il18r1	22.231096	2.3159697	1.7188721485447126e-109	4.3778000385059143e-107	AT1
Gramd2	22.196098	3.610036	3.7458931597136418e-109	9.456737292680579e-107	AT1
Krt19	21.955072	2.8104413	7.745717459382562e-107	1.9384499867915664e-104	AT1
Tpm1	21.663404	1.3664844	4.5438186724143266e-104	1.1273370809662442e-101	AT1
Pgrmc1	21.43493	2.8345158	6.312795042547752e-102	1.5528396694403786e-99	AT1
Scel	21.403769	7.906838	1.2323338316027378e-101	3.0056413282649826e-99	AT1
Hist1h2bc	21.29614	2.388027	1.2326967884913265e-100	2.98126164477146e-98	AT1
Rnase4	21.292364	1.260705	1.336130623535686e-100	3.204486612113087e-98	AT1
Mprip	21.291285	2.103422	1.367287834886168e-100	3.252111065125943e-98	AT1
Ehd2	21.213171	2.941953	7.218085422948101e-100	1.7027581842003802e-97	AT1
Ptprf	21.139053	1.2980698	3.479942876358499e-99	8.142500486308748e-97	AT1
Cped1	21.117834	4.6507807	5.453858205715671e-99	1.2658228964556212e-96	AT1
Anxa2	20.752554	1.4457897	1.162499880223696e-95	2.6765397242270375e-93	AT1
Tgm2	20.639753	2.2877452	1.206787789166696e-94	2.756456553350596e-92	AT1
Serpinb9	20.447475	2.3096857	6.3266366255210485e-93	1.4337055282086281e-90	AT1
Sema3a	20.236494	6.7496467	4.672493896023478e-91	1.0505810494340289e-88	AT1
Mfge8	19.886028	2.5904503	5.37683390462897e-88	1.1995758122110212e-85	AT1
Fbln5	19.870504	4.2152047	7.326230642742592e-88	1.6219147530625524e-85	AT1
Tpm3	19.821543	1.4878839	1.9406662254213395e-87	4.263539997528713e-85	AT1
Clip1	19.79546	1.8457506	3.257649899673215e-87	7.102663947923874e-85	AT1
Nebl	19.77571	3.2076886	4.819999210052042e-87	1.0430043403405846e-84	AT1
Bcam	19.461575	2.1725612	2.3252720671212878e-84	4.957135562351901e-82	AT1
Bsg	19.386465	1.2964151	1.0040634350298928e-83	2.1247754161882583e-81	AT1
Tjp2	19.308983	2.0823321	4.5137636079779396e-83	9.482198294715702e-81	AT1
Laptm4a	19.24394	1.3996874	1.586753854780577e-82	3.3091866623612325e-80	AT1
Ahnak2	19.208998	3.9987712	3.112158368419559e-82	6.443735096626972e-80	AT1
Ccn1	19.139359	2.7505155	1.187233662573979e-81	2.4406132006342228e-79	AT1
Hspg2	19.123573	4.3986673	1.6070954809453837e-81	3.2802984355750455e-79	AT1
Ptpre	19.102955	2.538386	2.3859217776136706e-81	4.835692166177566e-79	AT1
Arhgef2	19.095085	2.0723608	2.774078722479681e-81	5.583075918389177e-79	AT1
Slc6a14	19.063135	3.6442301	5.11170858254027e-81	1.0216317569827011e-78	AT1
Krt8	18.99302	1.9487613	1.9479824588270773e-80	3.8664093217271234e-78	AT1
Gipc2	18.835733	3.2492144	3.847603127593765e-79	7.58452178165401e-77	AT1
Wnk1	18.488586	1.7101253	2.5515559318063383e-76	4.9954952188698246e-74	AT1
Pls3	18.348143	2.219738	3.4159439200804185e-75	6.642626082426651e-73	AT1
Arhgef28	18.257063	3.4096975	1.818146888902288e-74	3.5118300310475066e-72	AT1
Nt5e	18.203447	4.8504963	4.846037761682039e-74	9.297931118747273e-72	AT1
Slc44a2	18.177572	2.8209193	7.76976647251924e-74	1.4808866164179056e-71	AT1
Ctdspl	17.949995	2.8457038	4.799406308592321e-72	9.087296944821514e-70	AT1
Krt18	17.945915	1.9908508	5.165246486207e-72	9.716064959022055e-70	AT1
Cdkn2b	17.747927	4.335924	1.78832618912943e-70	3.3205179176222577e-68	AT1
Epb41l5	17.625359	3.2045512	1.57366059155323e-69	2.9032020400578182e-67	AT1
Actb	17.562492	1.3437668	4.773280812454785e-69	8.750001387417115e-67	AT1
Nbl1	17.510004	3.1011758	1.2018511521909979e-68	2.1891946936744887e-66	AT1
Dusp7	17.475494	3.2737062	2.202255682488658e-68	3.9862212919511685e-66	AT1
